Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2281 WHRL RG6 TRI 1000,2276V BKRL RG6 90 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
1051.25,-5.877757672,-5.877757672,-5.877757672,-7.091486038,-5.877757672,-7.091486038,-4.958731003,-5.913733864,-5.913733864,-4.958731003,-5.913733864,-7.300934322,-7.300934322,-4.958731003,-5.148503241,-7.300934322,-7.300934322,-7.300934322,-8.540356782,-5.148503241,-8.540356782,-8.540356782,-7.091486038,-5.148503241,-5.148503241,-5.293752937,-5.877757672,-8.540356782,-7.300934322,-4.958731003,-7.300934322,-5.148503241,-5.877757672,-5.877757672,-4.958731003,-7.300934322,-7.300934322,-8.540356782,-8.540356782,-7.091486038,-7.091486038,-7.091486038,-7.300934322,-7.300934322,-5.913733864,-5.913733864,-8.540356782,-5.913733864,-5.913733864,-5.913733864,-5.925240511,-5.148503241,-8.540356782,-7.091486038,-5.925240511,-7.091486038,-8.540356782,-5.877757672,-7.091486038,-4.958731003,-7.300934322,-7.300934322,-7.300934322,-5.913733864,-7.300934322,-7.300934322,-5.913733864,-8.540356782,-7.091486038,-8.540356782,-8.540356782,-8.540356782,-4.958731003,-7.300934322,-5.913733864,-5.913733864,-5.293752937,-5.877757672,-8.540356782,-7.091486038,-25.21102505,-17.06423509,-12.86465348,-17.11012677,-17.11012677,-25.14878637,-25.21102505,-25.14895781,-25.14878637,-25.14878637,-17.11012677,-25.14878637,-27.04391167,-12.86465348
1057.25,-5.896970024,-5.896970024,-5.896970024,-7.110973591,-5.896970024,-7.110973591,-4.976858736,-5.932072301,-5.932072301,-4.976858736,-5.932072301,-7.322149936,-7.322149936,-4.976858736,-5.163674871,-7.322149936,-7.322149936,-7.322149936,-8.566739336,-5.163674871,-8.566739336,-8.566739336,-7.110973591,-5.163674871,-5.163674871,-5.315816126,-5.896970024,-8.566739336,-7.322149936,-4.976858736,-7.322149936,-5.163674871,-5.896970024,-5.896970024,-4.976858736,-7.322149936,-7.322149936,-8.566739336,-8.566739336,-7.110973591,-7.110973591,-7.110973591,-7.322149936,-7.322149936,-5.932072301,-5.932072301,-8.566739336,-5.932072301,-5.932072301,-5.932072301,-5.943991564,-5.163674871,-8.566739336,-7.110973591,-5.943991564,-7.110973591,-8.566739336,-5.896970024,-7.110973591,-4.976858736,-7.322149936,-7.322149936,-7.322149936,-5.932072301,-7.322149936,-7.322149936,-5.932072301,-8.566739336,-7.110973591,-8.566739336,-8.566739336,-8.566739336,-4.976858736,-7.322149936,-5.932072301,-5.932072301,-5.315816126,-5.896970024,-8.566739336,-7.110973591,-25.3008416,-17.12732073,-12.91768366,-17.1799375,-17.1799375,-25.22753926,-25.3008416,-25.22774456,-25.22753926,-25.22753926,-17.1799375,-25.22753926,-27.12231315,-12.91768366
1063.25,-5.916180013,-5.916180013,-5.916180013,-7.13023269,-5.916180013,-7.13023269,-4.993711296,-5.950354999,-5.950354999,-4.993711296,-5.950354999,-7.34323642,-7.34323642,-4.993711296,-5.178771138,-7.34323642,-7.34323642,-7.34323642,-8.593054749,-5.178771138,-8.593054749,-8.593054749,-7.13023269,-5.178771138,-5.178771138,-5.336518795,-5.916180013,-8.593054749,-7.34323642,-4.993711296,-7.34323642,-5.178771138,-5.916180013,-5.916180013,-4.993711296,-7.34323642,-7.34323642,-8.593054749,-8.593054749,-7.13023269,-7.13023269,-7.13023269,-7.34323642,-7.34323642,-5.950354999,-5.950354999,-8.593054749,-5.950354999,-5.950354999,-5.950354999,-5.962705023,-5.178771138,-8.593054749,-7.13023269,-5.962705023,-7.13023269,-8.593054749,-5.916180013,-7.13023269,-4.993711296,-7.34323642,-7.34323642,-7.34323642,-5.950354999,-7.34323642,-7.34323642,-5.950354999,-8.593054749,-7.13023269,-8.593054749,-8.593054749,-8.593054749,-4.993711296,-7.34323642,-5.950354999,-5.950354999,-5.336518795,-5.916180013,-8.593054749,-7.13023269,-25.39054221,-17.19049111,-12.97044673,-17.25009776,-17.25009776,-25.30564216,-25.39054221,-25.30588222,-25.30564216,-25.30564216,-17.25009776,-25.30564216,-27.19922813,-12.97044673
1069.25,-5.935387383,-5.935387383,-5.935387383,-7.149285822,-5.935387383,-7.149285822,-5.009379978,-5.968590507,-5.968590507,-5.009379978,-5.968590507,-7.364208622,-7.364208622,-5.009379978,-5.193800763,-7.364208622,-7.364208622,-7.364208622,-8.61931284,-5.193800763,-8.61931284,-8.61931284,-7.149285822,-5.193800763,-5.193800763,-5.355948296,-5.935387383,-8.61931284,-7.364208622,-5.009379978,-7.364208622,-5.193800763,-5.935387383,-5.935387383,-5.009379978,-7.364208622,-7.364208622,-8.61931284,-8.61931284,-7.149285822,-7.149285822,-7.149285822,-7.364208622,-7.364208622,-5.968590507,-5.968590507,-8.61931284,-5.968590507,-5.968590507,-5.968590507,-5.981380148,-5.193800763,-8.61931284,-7.149285822,-5.981380148,-7.149285822,-8.61931284,-5.935387383,-7.149285822,-5.009379978,-7.364208622,-7.364208622,-7.364208622,-5.968590507,-7.364208622,-7.364208622,-5.968590507,-8.61931284,-7.149285822,-8.61931284,-8.61931284,-8.61931284,-5.009379978,-7.364208622,-5.968590507,-5.968590507,-5.355948296,-5.935387383,-8.61931284,-7.149285822,-25.48012073,-17.25373809,-13.02294831,-17.32059407,-17.32059407,-25.38316224,-25.48012073,-25.38343738,-25.38316224,-25.38316224,-17.32059407,-25.38316224,-27.27468215,-13.02294831
1075.25,-5.954591877,-5.954591877,-5.954591877,-7.168155473,-5.954591877,-7.168155473,-5.023956078,-5.986787374,-5.986787374,-5.023956078,-5.986787374,-7.385081391,-7.385081391,-5.023956078,-5.208772465,-7.385081391,-7.385081391,-7.385081391,-8.645523427,-5.208772465,-8.645523427,-8.645523427,-7.168155473,-5.208772465,-5.208772465,-5.374191981,-5.954591877,-8.645523427,-7.385081391,-5.023956078,-7.385081391,-5.208772465,-5.954591877,-5.954591877,-5.023956078,-7.385081391,-7.385081391,-8.645523427,-8.645523427,-7.168155473,-7.168155473,-7.168155473,-7.385081391,-7.385081391,-5.986787374,-5.986787374,-8.645523427,-5.986787374,-5.986787374,-5.986787374,-6.000016201,-5.208772465,-8.645523427,-7.168155473,-6.000016201,-7.168155473,-8.645523427,-5.954591877,-7.168155473,-5.023956078,-7.385081391,-7.385081391,-7.385081391,-5.986787374,-7.385081391,-7.385081391,-5.986787374,-8.645523427,-7.168155473,-8.645523427,-8.645523427,-8.645523427,-5.023956078,-7.385081391,-5.986787374,-5.986787374,-5.374191981,-5.954591877,-8.645523427,-7.168155473,-25.56957099,-17.3170535,-13.07519401,-17.39141293,-17.39141293,-25.46016667,-25.56957099,-25.46047664,-25.46016667,-25.46016667,-17.39141293,-25.46016667,-27.34870075,-13.07519401
1081.25,-5.973793239,-5.973793239,-5.973793239,-7.186864132,-5.973793239,-7.186864132,-5.03753089,-6.004954148,-6.004954148,-5.03753089,-6.004954148,-7.405869573,-7.405869573,-5.03753089,-5.223694964,-7.405869573,-7.405869573,-7.405869573,-8.671696326,-5.223694964,-8.671696326,-8.671696326,-7.186864132,-5.223694964,-5.223694964,-5.391337201,-5.973793239,-8.671696326,-7.405869573,-5.03753089,-7.405869573,-5.223694964,-5.973793239,-5.973793239,-5.03753089,-7.405869573,-7.405869573,-8.671696326,-8.671696326,-7.186864132,-7.186864132,-7.186864132,-7.405869573,-7.405869573,-6.004954148,-6.004954148,-8.671696326,-6.004954148,-6.004954148,-6.004954148,-6.018612441,-5.223694964,-8.671696326,-7.186864132,-6.018612441,-7.186864132,-8.671696326,-5.973793239,-7.186864132,-5.03753089,-7.405869573,-7.405869573,-7.405869573,-6.004954148,-7.405869573,-7.405869573,-6.004954148,-8.671696326,-7.186864132,-8.671696326,-8.671696326,-8.671696326,-5.03753089,-7.405869573,-6.004954148,-6.004954148,-5.391337201,-5.973793239,-8.671696326,-7.186864132,-25.65888685,-17.3804292,-13.12718942,-17.46254089,-17.46254089,-25.53672261,-25.65888685,-25.5370666,-25.53672261,-25.53672261,-17.46254089,-25.53672261,-27.42130946,-13.12718942
1087.25,-5.992991211,-5.992991211,-5.992991211,-7.205434285,-5.992991211,-7.205434285,-5.050195709,-6.023099378,-6.023099378,-5.050195709,-6.023099378,-7.426588016,-7.426588016,-5.050195709,-5.238576979,-7.426588016,-7.426588016,-7.426588016,-8.697841357,-5.238576979,-8.697841357,-8.697841357,-7.205434285,-5.238576979,-5.238576979,-5.407471309,-5.992991211,-8.697841357,-7.426588016,-5.050195709,-7.426588016,-5.238576979,-5.992991211,-5.992991211,-5.050195709,-7.426588016,-7.426588016,-8.697841357,-8.697841357,-7.205434285,-7.205434285,-7.205434285,-7.426588016,-7.426588016,-6.023099378,-6.023099378,-8.697841357,-6.023099378,-6.023099378,-6.023099378,-6.037168129,-5.238576979,-8.697841357,-7.205434285,-6.037168129,-7.205434285,-8.697841357,-5.992991211,-7.205434285,-5.050195709,-7.426588016,-7.426588016,-7.426588016,-6.023099378,-7.426588016,-7.426588016,-6.023099378,-8.697841357,-7.205434285,-8.697841357,-8.697841357,-8.697841357,-5.050195709,-7.426588016,-6.023099378,-6.023099378,-5.407471309,-5.992991211,-8.697841357,-7.205434285,-25.74806213,-17.44385702,-13.17894016,-17.53396446,-17.53396446,-25.61289723,-25.74806213,-25.61327386,-25.61289723,-25.61289723,-17.53396446,-25.61289723,-27.49253381,-13.17894016
1093.25,-6.012185538,-6.012185538,-6.012185538,-7.22388842,-6.012185538,-7.22388842,-5.06204183,-6.041231612,-6.041231612,-5.06204183,-6.041231612,-7.447251568,-7.447251568,-5.06204183,-5.253427231,-7.447251568,-7.447251568,-7.447251568,-8.723968337,-5.253427231,-8.723968337,-8.723968337,-7.22388842,-5.253427231,-5.253427231,-5.422681656,-6.012185538,-8.723968337,-7.447251568,-5.06204183,-7.447251568,-5.253427231,-6.012185538,-6.012185538,-5.06204183,-7.447251568,-7.447251568,-8.723968337,-8.723968337,-7.22388842,-7.22388842,-7.22388842,-7.447251568,-7.447251568,-6.041231612,-6.041231612,-8.723968337,-6.041231612,-6.041231612,-6.041231612,-6.055682524,-5.253427231,-8.723968337,-7.22388842,-6.055682524,-7.22388842,-8.723968337,-6.012185538,-7.22388842,-5.06204183,-7.447251568,-7.447251568,-7.447251568,-6.041231612,-7.447251568,-7.447251568,-6.041231612,-8.723968337,-7.22388842,-8.723968337,-8.723968337,-8.723968337,-5.06204183,-7.447251568,-6.041231612,-6.041231612,-5.422681656,-6.012185538,-8.723968337,-7.22388842,-25.83709068,-17.50732881,-13.23045183,-17.60567016,-17.60567016,-25.6887577,-25.83709068,-25.68916502,-25.6887577,-25.6887577,-17.60567016,-25.6887577,-27.56239934,-13.23045183
1099.25,-6.031375963,-6.031375963,-6.031375963,-7.242249023,-6.031375963,-7.242249023,-5.073160549,-6.0593594,-6.0593594,-5.073160549,-6.0593594,-7.467875076,-7.467875076,-5.073160549,-5.268254438,-7.467875076,-7.467875076,-7.467875076,-8.750087084,-5.268254438,-8.750087084,-8.750087084,-7.242249023,-5.268254438,-5.268254438,-5.437055595,-6.031375963,-8.750087084,-7.467875076,-5.073160549,-7.467875076,-5.268254438,-6.031375963,-6.031375963,-5.073160549,-7.467875076,-7.467875076,-8.750087084,-8.750087084,-7.242249023,-7.242249023,-7.242249023,-7.467875076,-7.467875076,-6.0593594,-6.0593594,-8.750087084,-6.0593594,-6.0593594,-6.0593594,-6.074154887,-5.268254438,-8.750087084,-7.242249023,-6.074154887,-7.242249023,-8.750087084,-6.031375963,-7.242249023,-5.073160549,-7.467875076,-7.467875076,-7.467875076,-6.0593594,-7.467875076,-7.467875076,-6.0593594,-8.750087084,-7.242249023,-8.750087084,-8.750087084,-8.750087084,-5.073160549,-7.467875076,-6.0593594,-6.0593594,-5.437055595,-6.031375963,-8.750087084,-7.242249023,-25.92596633,-17.57083642,-13.28173004,-17.67764452,-17.67764452,-25.76437118,-25.92596633,-25.76480667,-25.76437118,-25.76437118,-17.67764452,-25.76437118,-27.63093159,-13.28173004
1105.25,-6.050562228,-6.050562228,-6.050562228,-7.260538582,-6.050562228,-7.260538582,-5.083643161,-6.077491289,-6.077491289,-5.083643161,-6.077491289,-7.488473388,-7.488473388,-5.083643161,-5.28306732,-7.488473388,-7.488473388,-7.488473388,-8.776207415,-5.28306732,-8.776207415,-8.776207415,-7.260538582,-5.28306732,-5.28306732,-5.450680478,-6.050562228,-8.776207415,-7.488473388,-5.083643161,-7.488473388,-5.28306732,-6.050562228,-6.050562228,-5.083643161,-7.488473388,-7.488473388,-8.776207415,-8.776207415,-7.260538582,-7.260538582,-7.260538582,-7.488473388,-7.488473388,-6.077491289,-6.077491289,-8.776207415,-6.077491289,-6.077491289,-6.077491289,-6.092584478,-5.28306732,-8.776207415,-7.260538582,-6.092584478,-7.260538582,-8.776207415,-6.050562228,-7.260538582,-5.083643161,-7.488473388,-7.488473388,-7.488473388,-6.077491289,-7.488473388,-7.488473388,-6.077491289,-8.776207415,-7.260538582,-8.776207415,-8.776207415,-8.776207415,-5.083643161,-7.488473388,-6.077491289,-6.077491289,-5.450680478,-6.050562228,-8.776207415,-7.260538582,-26.01468293,-17.6343717,-13.3327804,-17.74987405,-17.74987405,-25.83980484,-26.01468293,-25.84026541,-25.83980484,-25.83980484,-17.74987405,-25.83980484,-27.69815609,-13.3327804
1111.25,-6.069744078,-6.069744078,-6.069744078,-7.278779584,-6.069744078,-7.278779584,-5.09358096,-6.095635829,-6.095635829,-5.09358096,-6.095635829,-7.50906135,-7.50906135,-5.09358096,-5.297874596,-7.50906135,-7.50906135,-7.50906135,-8.802339149,-5.297874596,-8.802339149,-8.802339149,-7.278779584,-5.297874596,-5.297874596,-5.463643656,-6.069744078,-8.802339149,-7.50906135,-5.09358096,-7.50906135,-5.297874596,-6.069744078,-6.069744078,-5.09358096,-7.50906135,-7.50906135,-8.802339149,-8.802339149,-7.278779584,-7.278779584,-7.278779584,-7.50906135,-7.50906135,-6.095635829,-6.095635829,-8.802339149,-6.095635829,-6.095635829,-6.095635829,-6.110970558,-5.297874596,-8.802339149,-7.278779584,-6.110970558,-7.278779584,-8.802339149,-6.069744078,-7.278779584,-5.09358096,-7.50906135,-7.50906135,-7.50906135,-6.095635829,-7.50906135,-7.50906135,-6.095635829,-8.802339149,-7.278779584,-8.802339149,-8.802339149,-8.802339149,-5.09358096,-7.50906135,-6.095635829,-6.095635829,-5.463643656,-6.069744078,-8.802339149,-7.278779584,-26.10323431,-17.69792647,-13.38360851,-17.82234529,-17.82234529,-25.91512585,-26.10323431,-25.91560784,-25.91512585,-25.91512585,-17.82234529,-25.91512585,-27.76409837,-13.38360851
1117.25,-6.088921256,-6.088921256,-6.088921256,-7.296994516,-6.088921256,-7.296994516,-5.103065241,-6.113801568,-6.113801568,-5.103065241,-6.113801568,-7.529653812,-7.529653812,-5.103065241,-5.312684987,-7.529653812,-7.529653812,-7.529653812,-8.828492104,-5.312684987,-8.828492104,-8.828492104,-7.296994516,-5.312684987,-5.312684987,-5.476032481,-6.088921256,-8.828492104,-7.529653812,-5.103065241,-7.529653812,-5.312684987,-6.088921256,-6.088921256,-5.103065241,-7.529653812,-7.529653812,-8.828492104,-8.828492104,-7.296994516,-7.296994516,-7.296994516,-7.529653812,-7.529653812,-6.113801568,-6.113801568,-8.828492104,-6.113801568,-6.113801568,-6.113801568,-6.129312386,-5.312684987,-8.828492104,-7.296994516,-6.129312386,-7.296994516,-8.828492104,-6.088921256,-7.296994516,-5.103065241,-7.529653812,-7.529653812,-7.529653812,-6.113801568,-7.529653812,-7.529653812,-6.113801568,-8.828492104,-7.296994516,-8.828492104,-8.828492104,-8.828492104,-5.103065241,-7.529653812,-6.113801568,-6.113801568,-5.476032481,-6.088921256,-8.828492104,-7.296994516,-26.19161431,-17.7614926,-13.43421998,-17.89504474,-17.89504474,-25.99040137,-26.19161431,-25.99090056,-25.99040137,-25.99040137,-17.89504474,-25.99040137,-27.82878397,-13.43421998
1123.25,-6.108093505,-6.108093505,-6.108093505,-7.315205865,-6.108093505,-7.315205865,-5.112187301,-6.131997055,-6.131997055,-5.112187301,-6.131997055,-7.55026562,-7.55026562,-5.112187301,-5.327507212,-7.55026562,-7.55026562,-7.55026562,-8.854676098,-5.327507212,-8.854676098,-8.854676098,-7.315205865,-5.327507212,-5.327507212,-5.487934305,-6.108093505,-8.854676098,-7.55026562,-5.112187301,-7.55026562,-5.327507212,-6.108093505,-6.108093505,-5.112187301,-7.55026562,-7.55026562,-8.854676098,-8.854676098,-7.315205865,-7.315205865,-7.315205865,-7.55026562,-7.55026562,-6.131997055,-6.131997055,-8.854676098,-6.131997055,-6.131997055,-6.131997055,-6.147609223,-5.327507212,-8.854676098,-7.315205865,-6.147609223,-7.315205865,-8.854676098,-6.108093505,-7.315205865,-5.112187301,-7.55026562,-7.55026562,-7.55026562,-6.131997055,-7.55026562,-7.55026562,-6.131997055,-8.854676098,-7.315205865,-8.854676098,-8.854676098,-8.854676098,-5.112187301,-7.55026562,-6.131997055,-6.131997055,-5.487934305,-6.108093505,-8.854676098,-7.315205865,-26.27981678,-17.82506193,-13.48462041,-17.96795894,-17.96795894,-26.06569857,-26.27981678,-26.06621017,-26.06569857,-26.06569857,-17.96795894,-26.06569857,-27.89223842,-13.48462041
1129.25,-6.127260568,-6.127260568,-6.127260568,-7.333436119,-6.127260568,-7.333436119,-5.121038433,-6.150230838,-6.150230838,-5.121038433,-6.150230838,-7.570911621,-7.570911621,-5.121038433,-5.34234999,-7.570911621,-7.570911621,-7.570911621,-8.880900947,-5.34234999,-8.880900947,-8.880900947,-7.333436119,-5.34234999,-5.34234999,-5.499436481,-6.127260568,-8.880900947,-7.570911621,-5.121038433,-7.570911621,-5.34234999,-6.127260568,-6.127260568,-5.121038433,-7.570911621,-7.570911621,-8.880900947,-8.880900947,-7.333436119,-7.333436119,-7.333436119,-7.570911621,-7.570911621,-6.150230838,-6.150230838,-8.880900947,-6.150230838,-6.150230838,-6.150230838,-6.165860329,-5.34234999,-8.880900947,-7.333436119,-6.165860329,-7.333436119,-8.880900947,-6.127260568,-7.333436119,-5.121038433,-7.570911621,-7.570911621,-7.570911621,-6.150230838,-7.570911621,-7.570911621,-6.150230838,-8.880900947,-7.333436119,-8.880900947,-8.880900947,-8.880900947,-5.121038433,-7.570911621,-6.150230838,-6.150230838,-5.499436481,-6.127260568,-8.880900947,-7.333436119,-26.36783555,-17.88862629,-13.53481542,-18.04107441,-18.04107441,-26.14108463,-26.36783555,-26.14160326,-26.14108463,-26.14108463,-18.04107441,-26.14108463,-27.95448727,-13.53481542
1135.25,-6.14642219,-6.14642219,-6.14642219,-7.351707764,-6.14642219,-7.351707764,-5.129709933,-6.168511467,-6.168511467,-5.129709933,-6.168511467,-7.591606664,-7.591606664,-5.129709933,-5.357222041,-7.591606664,-7.591606664,-7.591606664,-8.907176471,-5.357222041,-8.907176471,-8.907176471,-7.351707764,-5.357222041,-5.357222041,-5.51062636,-6.14642219,-8.907176471,-7.591606664,-5.129709933,-7.591606664,-5.357222041,-6.14642219,-6.14642219,-5.129709933,-7.591606664,-7.591606664,-8.907176471,-8.907176471,-7.351707764,-7.351707764,-7.351707764,-7.591606664,-7.591606664,-6.168511467,-6.168511467,-8.907176471,-6.168511467,-6.168511467,-6.168511467,-6.184064965,-5.357222041,-8.907176471,-7.351707764,-6.184064965,-7.351707764,-8.907176471,-6.14642219,-7.351707764,-5.129709933,-7.591606664,-7.591606664,-7.591606664,-6.168511467,-7.591606664,-7.591606664,-6.168511467,-8.907176471,-7.351707764,-8.907176471,-8.907176471,-8.907176471,-5.129709933,-7.591606664,-6.168511467,-6.168511467,-5.51062636,-6.14642219,-8.907176471,-7.351707764,-26.45566446,-17.95217754,-13.58481061,-18.11437766,-18.11437766,-26.21662669,-26.45566446,-26.21714643,-26.21662669,-26.21662669,-18.11437766,-26.21662669,-28.01555603,-13.58481061
1141.25,-6.165578113,-6.165578113,-6.165578113,-7.370043287,-6.165578113,-7.370043287,-5.138293096,-6.186847489,-6.186847489,-5.138293096,-6.186847489,-7.612365596,-7.612365596,-5.138293096,-5.372132084,-7.612365596,-7.612365596,-7.612365596,-8.933512488,-5.372132084,-8.933512488,-8.933512488,-7.370043287,-5.372132084,-5.372132084,-5.521591294,-6.165578113,-8.933512488,-7.612365596,-5.138293096,-7.612365596,-5.372132084,-6.165578113,-6.165578113,-5.138293096,-7.612365596,-7.612365596,-8.933512488,-8.933512488,-7.370043287,-7.370043287,-7.370043287,-7.612365596,-7.612365596,-6.186847489,-6.186847489,-8.933512488,-6.186847489,-6.186847489,-6.186847489,-6.202222391,-5.372132084,-8.933512488,-7.370043287,-6.202222391,-7.370043287,-8.933512488,-6.165578113,-7.370043287,-5.138293096,-7.612365596,-7.612365596,-7.612365596,-6.186847489,-7.612365596,-7.612365596,-6.186847489,-8.933512488,-7.370043287,-8.933512488,-8.933512488,-8.933512488,-5.138293096,-7.612365596,-6.186847489,-6.186847489,-5.521591294,-6.165578113,-8.933512488,-7.370043287,-26.54329735,-18.01570751,-13.63461158,-18.18785522,-18.18785522,-26.29239194,-26.54329735,-26.29290629,-26.29239194,-26.29239194,-18.18785522,-26.29239194,-28.07547026,-13.63461158
1147.25,-6.18472808,-6.18472808,-6.18472808,-7.388465177,-6.18472808,-7.388465177,-5.146879218,-6.205247454,-6.205247454,-5.146879218,-6.205247454,-7.633203264,-7.633203264,-5.146879218,-5.38708884,-7.633203264,-7.633203264,-7.633203264,-8.959918814,-5.38708884,-8.959918814,-8.959918814,-7.388465177,-5.38708884,-5.38708884,-5.532418635,-6.18472808,-8.959918814,-7.633203264,-5.146879218,-7.633203264,-5.38708884,-6.18472808,-6.18472808,-5.146879218,-7.633203264,-7.633203264,-8.959918814,-8.959918814,-7.388465177,-7.388465177,-7.388465177,-7.633203264,-7.633203264,-6.205247454,-6.205247454,-8.959918814,-6.205247454,-6.205247454,-6.205247454,-6.220331866,-5.38708884,-8.959918814,-7.388465177,-6.220331866,-7.388465177,-8.959918814,-6.18472808,-7.388465177,-5.146879218,-7.633203264,-7.633203264,-7.633203264,-6.205247454,-7.633203264,-7.633203264,-6.205247454,-8.959918814,-7.388465177,-8.959918814,-8.959918814,-8.959918814,-5.146879218,-7.633203264,-6.205247454,-6.205247454,-5.532418635,-6.18472808,-8.959918814,-7.388465177,-26.63072807,-18.07920806,-13.68422395,-18.26149362,-18.26149362,-26.36844754,-26.63072807,-26.36894943,-26.36844754,-26.36844754,-18.26149362,-26.36844754,-28.13425548,-13.68422395
1153.25,-6.203871835,-6.203871835,-6.203871835,-7.406995919,-6.203871835,-7.406995919,-5.155559592,-6.223719909,-6.223719909,-5.155559592,-6.223719909,-7.654134515,-7.654134515,-5.155559592,-5.402101027,-7.654134515,-7.654134515,-7.654134515,-8.986405268,-5.402101027,-8.986405268,-8.986405268,-7.406995919,-5.402101027,-5.402101027,-5.543195735,-6.203871835,-8.986405268,-7.654134515,-5.155559592,-7.654134515,-5.402101027,-6.203871835,-6.203871835,-5.155559592,-7.654134515,-7.654134515,-8.986405268,-8.986405268,-7.406995919,-7.406995919,-7.406995919,-7.654134515,-7.654134515,-6.223719909,-6.223719909,-8.986405268,-6.223719909,-6.223719909,-6.223719909,-6.238392651,-5.402101027,-8.986405268,-7.406995919,-6.238392651,-7.406995919,-8.986405268,-6.203871835,-7.406995919,-5.155559592,-7.654134515,-7.654134515,-7.654134515,-6.223719909,-7.654134515,-7.654134515,-6.223719909,-8.986405268,-7.406995919,-8.986405268,-8.986405268,-8.986405268,-5.155559592,-7.654134515,-6.223719909,-6.223719909,-5.543195735,-6.203871835,-8.986405268,-7.406995919,-26.71795044,-18.14267103,-13.73365332,-18.33527937,-18.33527937,-26.44486065,-26.71795044,-26.44534244,-26.44486065,-26.44486065,-18.33527937,-26.44486065,-28.19193722,-13.73365332
1159.25,-6.223009122,-6.223009122,-6.223009122,-7.425658002,-6.223009122,-7.425658002,-5.164425514,-6.242273405,-6.242273405,-5.164425514,-6.242273405,-7.675174199,-7.675174199,-5.164425514,-5.417177365,-7.675174199,-7.675174199,-7.675174199,-9.012981669,-5.417177365,-9.012981669,-9.012981669,-7.425658002,-5.417177365,-5.417177365,-5.554009945,-6.223009122,-9.012981669,-7.675174199,-5.164425514,-7.675174199,-5.417177365,-6.223009122,-6.223009122,-5.164425514,-7.675174199,-7.675174199,-9.012981669,-9.012981669,-7.425658002,-7.425658002,-7.425658002,-7.675174199,-7.675174199,-6.242273405,-6.242273405,-9.012981669,-6.242273405,-6.242273405,-6.242273405,-6.256404007,-5.417177365,-9.012981669,-7.425658002,-6.256404007,-7.425658002,-9.012981669,-6.223009122,-7.425658002,-5.164425514,-7.675174199,-7.675174199,-7.675174199,-6.242273405,-7.675174199,-7.675174199,-6.242273405,-9.012981669,-7.425658002,-9.012981669,-9.012981669,-9.012981669,-5.164425514,-7.675174199,-6.242273405,-6.242273405,-5.554009945,-6.223009122,-9.012981669,-7.425658002,-26.80495831,-18.20608826,-13.78290529,-18.40919899,-18.40919899,-26.52169844,-26.80495831,-26.52215192,-26.52169844,-26.52169844,-18.40919899,-26.52169844,-28.24854104,-13.78290529
