Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2227V WHRL RG6 QD 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2286V WTRL RG11 95 1000,2281 WHRL RG6 TRI 1000,2287K WHRL RG11 QD 1000,2276V BKRL RG6 90 1000,2279V WHRL RG6 95 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2287V WTRL RG11 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
817.25,-1.557606369,-1.557606369,-1.557606369,-1.867800996,-1.557606369,-1.867800996,-1.29313879,-1.567963853,-1.567963853,-1.29313879,-1.567963853,-1.938744004,-1.938744004,-1.29313879,-1.36137553,-1.938744004,-1.938744004,-1.938744004,-2.2663166,-1.36137553,-2.2663166,-2.2663166,-1.867800996,-1.36137553,-1.36137553,-1.372348416,-1.557606369,-2.2663166,-1.938744004,-1.29313879,-1.938744004,-1.36137553,-1.557606369,-1.557606369,-1.29313879,-1.938744004,-1.938744004,-2.2663166,-2.2663166,-1.867800996,-1.867800996,-1.867800996,-1.938744004,-1.938744004,-1.567963853,-1.567963853,-2.2663166,-1.567963853,-1.567963853,-1.567963853,-1.567300347,-1.36137553,-2.2663166,-1.867800996,-1.567300347,-1.867800996,-2.2663166,-1.557606369,-1.867800996,-1.29313879,-1.938744004,-1.938744004,-1.938744004,-1.567963853,-1.938744004,-1.938744004,-1.567963853,-2.2663166,-1.867800996,-2.2663166,-2.2663166,-2.2663166,-1.29313879,-1.938744004,-1.567963853,-1.567963853,-1.372348416,-1.557606369,-2.2663166,-1.867800996,-6.552151464,-4.401923955,-3.240814581,-4.401923955,-4.401923955,-6.554482597,-6.554482597,-6.552151464,-5.144091766,-6.554482597,-4.401923955,-6.554482597,-6.603455357,-6.554482597,-4.401923955,-6.554482597,-4.401923955,-6.822891003,-3.240814581
823.25,-1.564444838,-1.564444838,-1.564444838,-1.875597708,-1.564444838,-1.875597708,-1.297698097,-1.574742509,-1.574742509,-1.297698097,-1.574742509,-1.946503929,-1.946503929,-1.297698097,-1.367731651,-1.946503929,-1.946503929,-1.946503929,-2.275708313,-1.367731651,-2.275708313,-2.275708313,-1.875597708,-1.367731651,-1.367731651,-1.378664448,-1.564444838,-2.275708313,-1.946503929,-1.297698097,-1.946503929,-1.367731651,-1.564444838,-1.564444838,-1.297698097,-1.946503929,-1.946503929,-2.275708313,-2.275708313,-1.875597708,-1.875597708,-1.875597708,-1.946503929,-1.946503929,-1.574742509,-1.574742509,-2.275708313,-1.574742509,-1.574742509,-1.574742509,-1.57405424,-1.367731651,-2.275708313,-1.875597708,-1.57405424,-1.875597708,-2.275708313,-1.564444838,-1.875597708,-1.297698097,-1.946503929,-1.946503929,-1.946503929,-1.574742509,-1.946503929,-1.946503929,-1.574742509,-2.275708313,-1.875597708,-2.275708313,-2.275708313,-2.275708313,-1.297698097,-1.946503929,-1.574742509,-1.574742509,-1.378664448,-1.564444838,-2.275708313,-1.875597708,-6.581778708,-4.426359536,-3.256838826,-4.426359536,-4.426359536,-6.583886665,-6.583886665,-6.581778708,-5.167233131,-6.583886665,-4.426359536,-6.583886665,-6.638649508,-6.583886665,-4.426359536,-6.583886665,-4.426359536,-6.874943908,-3.256838826
829.25,-1.571228447,-1.571228447,-1.571228447,-1.883396283,-1.571228447,-1.883396283,-1.302262505,-1.581464586,-1.581464586,-1.302262505,-1.581464586,-1.954243374,-1.954243374,-1.302262505,-1.37403839,-1.954243374,-1.954243374,-1.954243374,-2.285068893,-1.37403839,-2.285068893,-2.285068893,-1.883396283,-1.37403839,-1.37403839,-1.384908361,-1.571228447,-2.285068893,-1.954243374,-1.302262505,-1.954243374,-1.37403839,-1.571228447,-1.571228447,-1.302262505,-1.954243374,-1.954243374,-2.285068893,-2.285068893,-1.883396283,-1.883396283,-1.883396283,-1.954243374,-1.954243374,-1.581464586,-1.581464586,-2.285068893,-1.581464586,-1.581464586,-1.581464586,-1.580774725,-1.37403839,-2.285068893,-1.883396283,-1.580774725,-1.883396283,-2.285068893,-1.571228447,-1.883396283,-1.302262505,-1.954243374,-1.954243374,-1.954243374,-1.581464586,-1.954243374,-1.954243374,-1.581464586,-2.285068893,-1.883396283,-2.285068893,-2.285068893,-2.285068893,-1.302262505,-1.954243374,-1.581464586,-1.581464586,-1.384908361,-1.571228447,-2.285068893,-1.883396283,-6.611377139,-4.450648644,-3.272909506,-4.450648644,-4.450648644,-6.613255598,-6.613255598,-6.611377139,-5.19031214,-6.613255598,-4.450648644,-6.613255598,-6.673721878,-6.613255598,-4.450648644,-6.613255598,-4.450648644,-6.926626796,-3.272909506
835.25,-1.577947918,-1.577947918,-1.577947918,-1.891198512,-1.577947918,-1.891198512,-1.306839932,-1.588123826,-1.588123826,-1.306839932,-1.588123826,-1.961963557,-1.961963557,-1.306839932,-1.380284974,-1.961963557,-1.961963557,-1.961963557,-2.294394758,-1.380284974,-2.294394758,-2.294394758,-1.891198512,-1.380284974,-1.380284974,-1.391068943,-1.577947918,-2.294394758,-1.961963557,-1.306839932,-1.961963557,-1.380284974,-1.577947918,-1.577947918,-1.306839932,-1.961963557,-1.961963557,-2.294394758,-2.294394758,-1.891198512,-1.891198512,-1.891198512,-1.961963557,-1.961963557,-1.588123826,-1.588123826,-2.294394758,-1.588123826,-1.588123826,-1.588123826,-1.587459529,-1.380284974,-2.294394758,-1.891198512,-1.587459529,-1.891198512,-2.294394758,-1.577947918,-1.891198512,-1.306839932,-1.961963557,-1.961963557,-1.961963557,-1.588123826,-1.961963557,-1.961963557,-1.588123826,-2.294394758,-1.891198512,-2.294394758,-2.294394758,-2.294394758,-1.306839932,-1.961963557,-1.588123826,-1.588123826,-1.391068943,-1.577947918,-2.294394758,-1.891198512,-6.640951896,-4.474773941,-3.289038415,-4.474773941,-4.474773941,-6.642598295,-6.642598295,-6.640951896,-5.213335284,-6.642598295,-4.474773941,-6.642598295,-6.708632339,-6.642598295,-4.474773941,-6.642598295,-4.474773941,-6.977829639,-3.289038415
841.25,-1.584593975,-1.584593975,-1.584593975,-1.899006189,-1.584593975,-1.899006189,-1.311438299,-1.594713974,-1.594713974,-1.311438299,-1.594713974,-1.969665696,-1.969665696,-1.311438299,-1.386460634,-1.969665696,-1.969665696,-1.969665696,-2.303682328,-1.386460634,-2.303682328,-2.303682328,-1.899006189,-1.386460634,-1.386460634,-1.397134979,-1.584593975,-2.303682328,-1.969665696,-1.311438299,-1.969665696,-1.386460634,-1.584593975,-1.584593975,-1.311438299,-1.969665696,-1.969665696,-2.303682328,-2.303682328,-1.899006189,-1.899006189,-1.899006189,-1.969665696,-1.969665696,-1.594713974,-1.594713974,-2.303682328,-1.594713974,-1.594713974,-1.594713974,-1.594106376,-1.386460634,-2.303682328,-1.899006189,-1.594106376,-1.899006189,-2.303682328,-1.584593975,-1.899006189,-1.311438299,-1.969665696,-1.969665696,-1.969665696,-1.594713974,-1.969665696,-1.969665696,-1.594713974,-2.303682328,-1.899006189,-2.303682328,-2.303682328,-2.303682328,-1.311438299,-1.969665696,-1.594713974,-1.594713974,-1.397134979,-1.584593975,-2.303682328,-1.899006189,-6.670508114,-4.49871809,-3.305237342,-4.49871809,-4.49871809,-6.671923655,-6.671923655,-6.670508114,-5.236309055,-6.671923655,-4.49871809,-6.671923655,-6.743340762,-6.671923655,-4.49871809,-6.671923655,-4.49871809,-7.028442407,-3.305237342
847.25,-1.591157339,-1.591157339,-1.591157339,-1.906821109,-1.591157339,-1.906821109,-1.316065524,-1.601228772,-1.601228772,-1.316065524,-1.601228772,-1.977351009,-1.977351009,-1.316065524,-1.392554597,-1.977351009,-1.977351009,-1.977351009,-2.312928019,-1.392554597,-2.312928019,-2.312928019,-1.906821109,-1.392554597,-1.392554597,-1.403095256,-1.591157339,-2.312928019,-1.977351009,-1.316065524,-1.977351009,-1.392554597,-1.591157339,-1.591157339,-1.316065524,-1.977351009,-1.977351009,-2.312928019,-2.312928019,-1.906821109,-1.906821109,-1.906821109,-1.977351009,-1.977351009,-1.601228772,-1.601228772,-2.312928019,-1.601228772,-1.601228772,-1.601228772,-1.600712993,-1.392554597,-2.312928019,-1.906821109,-1.600712993,-1.906821109,-2.312928019,-1.591157339,-1.906821109,-1.316065524,-1.977351009,-1.977351009,-1.977351009,-1.601228772,-1.977351009,-1.977351009,-1.601228772,-2.312928019,-1.906821109,-2.312928019,-2.312928019,-2.312928019,-1.316065524,-1.977351009,-1.601228772,-1.601228772,-1.403095256,-1.591157339,-2.312928019,-1.906821109,-6.700050931,-4.522463753,-3.32151808,-4.522463753,-4.522463753,-6.701240579,-6.701240579,-6.700050931,-5.259239943,-6.701240579,-4.522463753,-6.701240579,-6.777807018,-6.701240579,-4.522463753,-6.701240579,-4.522463753,-7.07835507,-3.32151808
853.25,-1.597628731,-1.597628731,-1.597628731,-1.914645063,-1.597628731,-1.914645063,-1.320729526,-1.607661965,-1.607661965,-1.320729526,-1.607661965,-1.985020715,-1.985020715,-1.320729526,-1.398556092,-1.985020715,-1.985020715,-1.985020715,-2.322128251,-1.398556092,-2.322128251,-2.322128251,-1.914645063,-1.398556092,-1.398556092,-1.40893856,-1.597628731,-2.322128251,-1.985020715,-1.320729526,-1.985020715,-1.398556092,-1.597628731,-1.597628731,-1.320729526,-1.985020715,-1.985020715,-2.322128251,-2.322128251,-1.914645063,-1.914645063,-1.914645063,-1.985020715,-1.985020715,-1.607661965,-1.607661965,-2.322128251,-1.607661965,-1.607661965,-1.607661965,-1.607277103,-1.398556092,-2.322128251,-1.914645063,-1.607277103,-1.914645063,-2.322128251,-1.597628731,-1.914645063,-1.320729526,-1.985020715,-1.985020715,-1.985020715,-1.607661965,-1.985020715,-1.985020715,-1.607661965,-2.322128251,-1.914645063,-2.322128251,-2.322128251,-2.322128251,-1.320729526,-1.985020715,-1.607661965,-1.607661965,-1.40893856,-1.597628731,-2.322128251,-1.914645063,-6.729585482,-4.545993594,-3.337892421,-4.545993594,-4.545993594,-6.730557965,-6.730557965,-6.729585482,-5.282134441,-6.730557965,-4.545993594,-6.730557965,-6.811990979,-6.730557965,-4.545993594,-6.730557965,-4.545993594,-7.127457599,-3.337892421
859.25,-1.603998874,-1.603998874,-1.603998874,-1.922479846,-1.603998874,-1.922479846,-1.325438226,-1.614007295,-1.614007295,-1.325438226,-1.614007295,-1.992676031,-1.992676031,-1.325438226,-1.404454348,-1.992676031,-1.992676031,-1.992676031,-2.331279442,-1.404454348,-2.331279442,-2.331279442,-1.922479846,-1.404454348,-1.404454348,-1.414653676,-1.603998874,-2.331279442,-1.992676031,-1.325438226,-1.992676031,-1.404454348,-1.603998874,-1.603998874,-1.325438226,-1.992676031,-1.992676031,-2.331279442,-2.331279442,-1.922479846,-1.922479846,-1.922479846,-1.992676031,-1.992676031,-1.614007295,-1.614007295,-2.331279442,-1.614007295,-1.614007295,-1.614007295,-1.613796434,-1.404454348,-2.331279442,-1.922479846,-1.613796434,-1.922479846,-2.331279442,-1.603998874,-1.922479846,-1.325438226,-1.992676031,-1.992676031,-1.992676031,-1.614007295,-1.992676031,-1.992676031,-1.614007295,-2.331279442,-1.922479846,-2.331279442,-2.331279442,-2.331279442,-1.325438226,-1.992676031,-1.614007295,-1.614007295,-1.414653676,-1.603998874,-2.331279442,-1.922479846,-6.759116904,-4.569290275,-3.354372156,-4.569290275,-4.569290275,-6.759884713,-6.759884713,-6.759116904,-5.304999039,-6.759884713,-4.569290275,-6.759884713,-6.845852515,-6.759884713,-4.569290275,-6.759884713,-4.569290275,-7.175639964,-3.354372156
860,-1.604787561,-1.604787561,-1.604787561,-1.923460044,-1.604787561,-1.923460044,-1.32603035,-1.614793972,-1.614793972,-1.32603035,-1.614793972,-1.993631994,-1.993631994,-1.32603035,-1.405183834,-1.993631994,-1.993631994,-1.993631994,-2.332419714,-1.405183834,-2.332419714,-2.332419714,-1.923460044,-1.405183834,-1.405183834,-1.415358494,-1.604787561,-2.332419714,-1.993631994,-1.32603035,-1.993631994,-1.405183834,-1.604787561,-1.604787561,-1.32603035,-1.993631994,-1.993631994,-2.332419714,-2.332419714,-1.923460044,-1.923460044,-1.923460044,-1.993631994,-1.993631994,-1.614793972,-1.614793972,-2.332419714,-1.614793972,-1.614793972,-1.614793972,-1.614608088,-1.405183834,-2.332419714,-1.923460044,-1.614608088,-1.923460044,-2.332419714,-1.604787561,-1.923460044,-1.32603035,-1.993631994,-1.993631994,-1.993631994,-1.614793972,-1.993631994,-1.993631994,-1.614793972,-2.332419714,-1.923460044,-2.332419714,-2.332419714,-2.332419714,-1.32603035,-1.993631994,-1.614793972,-1.614793972,-1.415358494,-1.604787561,-2.332419714,-1.923460044,-6.762808368,-4.572185102,-3.356440121,-4.572185102,-4.572185102,-6.763551658,-6.763551658,-6.762808368,-5.307855334,-6.763551658,-4.572185102,-6.763551658,-6.850060538,-6.763551658,-4.572185102,-6.763551658,-4.572185102,-7.18159258,-3.356440121
865.25,-1.610258511,-1.610258511,-1.610258511,-1.930327326,-1.610258511,-1.930327326,-1.330199037,-1.620258511,-1.620258511,-1.330199037,-1.620258511,-2.000318186,-2.000318186,-1.330199037,-1.41023865,-2.000318186,-2.000318186,-2.000318186,-2.340378036,-1.41023865,-2.340378036,-2.340378036,-1.930327326,-1.41023865,-1.41023865,-1.420228959,-1.610258511,-2.340378036,-2.000318186,-1.330199037,-2.000318186,-1.41023865,-1.610258511,-1.610258511,-1.330199037,-2.000318186,-2.000318186,-2.340378036,-2.340378036,-1.930327326,-1.930327326,-1.930327326,-2.000318186,-2.000318186,-1.620258511,-1.620258511,-2.340378036,-1.620258511,-1.620258511,-1.620258511,-1.620268725,-1.41023865,-2.340378036,-1.930327326,-1.620268725,-1.930327326,-2.340378036,-1.610258511,-1.930327326,-1.330199037,-2.000318186,-2.000318186,-2.000318186,-1.620258511,-2.000318186,-2.000318186,-1.620258511,-2.340378036,-1.930327326,-2.340378036,-2.340378036,-2.340378036,-1.330199037,-2.000318186,-1.620258511,-1.620258511,-1.420228959,-1.610258511,-2.340378036,-1.930327326,-6.788650335,-4.592336458,-3.370969077,-4.592336458,-4.592336458,-6.789229723,-6.789229723,-6.788650335,-5.327840229,-6.789229723,-4.592336458,-6.789229723,-6.879351497,-6.789229723,-4.592336458,-6.789229723,-4.592336458,-7.222792134,-3.370969077
870,-1.615139373,-1.615139373,-1.615139373,-1.936578831,-1.615139373,-1.936578831,-1.333815465,-1.625139373,-1.625139373,-1.333815465,-1.625139373,-2.006363487,-2.006363487,-1.333815465,-1.414753412,-2.006363487,-2.006363487,-2.006363487,-2.34755237,-1.414753412,-2.34755237,-2.34755237,-1.936578831,-1.414753412,-1.414753412,-1.424372458,-1.615139373,-2.34755237,-2.006363487,-1.333815465,-2.006363487,-1.414753412,-1.615139373,-1.615139373,-1.333815465,-2.006363487,-2.006363487,-2.34755237,-2.34755237,-1.936578831,-1.936578831,-1.936578831,-2.006363487,-2.006363487,-1.625139373,-1.625139373,-2.34755237,-1.625139373,-1.625139373,-1.625139373,-1.625364229,-1.414753412,-2.34755237,-1.936578831,-1.625364229,-1.936578831,-2.34755237,-1.615139373,-1.936578831,-1.333815465,-2.006363487,-2.006363487,-2.006363487,-1.625139373,-2.006363487,-2.006363487,-1.625139373,-2.34755237,-1.936578831,-2.34755237,-2.34755237,-2.34755237,-1.333815465,-2.006363487,-1.625139373,-1.625139373,-1.424372458,-1.615139373,-2.34755237,-1.936578831,-6.812035782,-4.610392259,-3.384199197,-4.610392259,-4.610392259,-6.812480014,-6.812480014,-6.812035782,-5.345910521,-6.812480014,-4.610392259,-6.812480014,-6.905587919,-6.812480014,-4.610392259,-6.812480014,-4.610392259,-7.259317707,-3.384199197
871.25,-1.616414312,-1.616414312,-1.616414312,-1.938233695,-1.616414312,-1.938233695,-1.33471752,-1.626414312,-1.626414312,-1.33471752,-1.626414312,-2.007954203,-2.007954203,-1.33471752,-1.415935414,-2.007954203,-2.007954203,-2.007954203,-2.349437702,-1.415935414,-2.349437702,-2.349437702,-1.938233695,-1.415935414,-1.415935414,-1.425400437,-1.616414312,-2.349437702,-2.007954203,-1.33471752,-2.007954203,-1.415935414,-1.616414312,-1.616414312,-1.33471752,-2.007954203,-2.007954203,-2.349437702,-2.349437702,-1.938233695,-1.938233695,-1.938233695,-2.007954203,-2.007954203,-1.626414312,-1.626414312,-2.349437702,-1.626414312,-1.626414312,-1.626414312,-1.626701926,-1.415935414,-2.349437702,-1.938233695,-1.626701926,-1.938233695,-2.349437702,-1.616414312,-1.938233695,-1.33471752,-2.007954203,-2.007954203,-2.007954203,-1.626414312,-2.007954203,-2.007954203,-1.626414312,-2.349437702,-1.938233695,-2.349437702,-2.349437702,-2.349437702,-1.33471752,-2.007954203,-1.626414312,-1.626414312,-1.425400437,-1.616414312,-2.349437702,-1.938233695,-6.818190911,-4.615114807,-3.387694976,-4.615114807,-4.615114807,-6.818601894,-6.818601894,-6.818190911,-5.350664503,-6.818601894,-4.615114807,-6.818601894,-6.912447798,-6.818601894,-4.615114807,-6.818601894,-4.615114807,-7.268804082,-3.387694976
877.25,-1.622481594,-1.622481594,-1.622481594,-1.946228231,-1.622481594,-1.946228231,-1.338787999,-1.632481594,-1.632481594,-1.338787999,-1.632481594,-2.015587874,-2.015587874,-1.338787999,-1.421574657,-2.015587874,-2.015587874,-2.015587874,-2.358471801,-1.421574657,-2.358471801,-2.358471801,-1.946228231,-1.421574657,-1.421574657,-1.430004667,-1.622481594,-2.358471801,-2.015587874,-1.338787999,-2.015587874,-1.421574657,-1.622481594,-1.622481594,-1.338787999,-2.015587874,-2.015587874,-2.358471801,-2.358471801,-1.946228231,-1.946228231,-1.946228231,-2.015587874,-2.015587874,-1.632481594,-1.632481594,-2.358471801,-1.632481594,-1.632481594,-1.632481594,-1.633104338,-1.421574657,-2.358471801,-1.946228231,-1.633104338,-1.946228231,-2.358471801,-1.622481594,-1.946228231,-1.338787999,-2.015587874,-2.015587874,-2.015587874,-1.632481594,-2.015587874,-2.015587874,-1.632481594,-2.358471801,-1.946228231,-2.358471801,-2.358471801,-2.358471801,-1.338787999,-2.015587874,-1.632481594,-1.632481594,-1.430004667,-1.622481594,-2.358471801,-1.946228231,-6.847743767,-4.637607984,-3.404561644,-4.637607984,-4.637607984,-6.848010126,-6.848010126,-6.847743767,-5.373478351,-6.848010126,-4.637607984,-6.848010126,-6.945101288,-6.848010126,-4.637607984,-6.848010126,-4.637607984,-7.313565776,-3.404561644
883.25,-1.628466995,-1.628466995,-1.628466995,-1.954297908,-1.628466995,-1.954297908,-1.342481234,-1.638466995,-1.638466995,-1.342481234,-1.638466995,-2.023217007,-2.023217007,-1.342481234,-1.427158823,-2.023217007,-2.023217007,-2.023217007,-2.367480035,-1.427158823,-2.367480035,-2.367480035,-1.954297908,-1.427158823,-1.427158823,-1.434120953,-1.628466995,-2.367480035,-2.023217007,-1.342481234,-2.023217007,-1.427158823,-1.628466995,-1.628466995,-1.342481234,-2.023217007,-2.023217007,-2.367480035,-2.367480035,-1.954297908,-1.954297908,-1.954297908,-2.023217007,-2.023217007,-1.638466995,-1.638466995,-2.367480035,-1.638466995,-1.638466995,-1.638466995,-1.6394764,-1.427158823,-2.367480035,-1.954297908,-1.6394764,-1.954297908,-2.367480035,-1.628466995,-1.954297908,-1.342481234,-2.023217007,-2.023217007,-2.023217007,-1.638466995,-2.023217007,-2.023217007,-1.638466995,-2.367480035,-1.954297908,-2.367480035,-2.367480035,-2.367480035,-1.342481234,-2.023217007,-1.638466995,-1.638466995,-1.434120953,-1.628466995,-2.367480035,-1.954297908,-6.877314042,-4.659798652,-3.421580872,-4.659798652,-4.659798652,-6.877463319,-6.877463319,-6.877314042,-5.396288266,-6.877463319,-4.659798652,-6.877463319,-6.977271838,-6.877463319,-4.659798652,-6.877463319,-4.659798652,-7.356967188,-3.421580872
889.25,-1.634377152,-1.634377152,-1.634377152,-1.962429698,-1.634377152,-1.962429698,-1.345867985,-1.644377152,-1.644377152,-1.345867985,-1.644377152,-2.030839408,-2.030839408,-1.345867985,-1.432690357,-2.030839408,-2.030839408,-2.030839408,-2.376462106,-1.432690357,-2.376462106,-2.376462106,-1.962429698,-1.432690357,-1.432690357,-1.437828599,-1.634377152,-2.376462106,-2.030839408,-1.345867985,-2.030839408,-1.432690357,-1.634377152,-1.634377152,-1.345867985,-2.030839408,-2.030839408,-2.376462106,-2.376462106,-1.962429698,-1.962429698,-1.962429698,-2.030839408,-2.030839408,-1.644377152,-1.644377152,-2.376462106,-1.644377152,-1.644377152,-1.644377152,-1.645818548,-1.432690357,-2.376462106,-1.962429698,-1.645818548,-1.962429698,-2.376462106,-1.634377152,-1.962429698,-1.345867985,-2.030839408,-2.030839408,-2.030839408,-1.644377152,-2.030839408,-2.030839408,-1.644377152,-2.376462106,-1.962429698,-2.376462106,-2.376462106,-2.376462106,-1.345867985,-2.030839408,-1.644377152,-1.644377152,-1.437828599,-1.634377152,-2.376462106,-1.962429698,-6.906906872,-4.681669473,-3.438764454,-4.681669473,-4.681669473,-6.906970371,-6.906970371,-6.906906872,-5.419100739,-6.906970371,-4.681669473,-6.906970371,-7.008919321,-6.906970371,-4.681669473,-6.906970371,-4.681669473,-7.398898288,-3.438764454
895.25,-1.6402187,-1.6402187,-1.6402187,-1.970610572,-1.6402187,-1.970610572,-1.349019013,-1.6502187,-1.6502187,-1.349019013,-1.6502187,-2.038452887,-2.038452887,-1.349019013,-1.438171703,-2.038452887,-2.038452887,-2.038452887,-2.385417715,-1.438171703,-2.385417715,-2.385417715,-1.970610572,-1.438171703,-1.438171703,-1.441206907,-1.6402187,-2.385417715,-2.038452887,-1.349019013,-2.038452887,-1.438171703,-1.6402187,-1.6402187,-1.349019013,-2.038452887,-2.038452887,-2.385417715,-2.385417715,-1.970610572,-1.970610572,-1.970610572,-2.038452887,-2.038452887,-1.6502187,-1.6502187,-2.385417715,-1.6502187,-1.6502187,-1.6502187,-1.652131221,-1.438171703,-2.385417715,-1.970610572,-1.652131221,-1.970610572,-2.385417715,-1.6402187,-1.970610572,-1.349019013,-2.038452887,-2.038452887,-2.038452887,-1.6502187,-2.038452887,-2.038452887,-1.6502187,-2.385417715,-1.970610572,-2.385417715,-2.385417715,-2.385417715,-1.349019013,-2.038452887,-1.6502187,-1.6502187,-1.441206907,-1.6402187,-2.385417715,-1.970610572,-6.936527392,-4.70320311,-3.45612418,-4.70320311,-4.70320311,-6.936540183,-6.936540183,-6.936527392,-5.44192226,-6.936540183,-4.70320311,-6.936540183,-7.040003605,-6.936540183,-4.70320311,-6.936540183,-4.70320311,-7.439249045,-3.45612418
901.25,-1.645998277,-1.645998277,-1.645998277,-1.978827504,-1.645998277,-1.978827504,-1.352005079,-1.655998277,-1.655998277,-1.352005079,-1.655998277,-2.04605525,-2.04605525,-1.352005079,-1.443605306,-2.04605525,-2.04605525,-2.04605525,-2.394346563,-1.443605306,-2.394346563,-2.394346563,-1.978827504,-1.443605306,-1.443605306,-1.444335181,-1.645998277,-2.394346563,-2.04605525,-1.352005079,-2.04605525,-1.443605306,-1.645998277,-1.645998277,-1.352005079,-2.04605525,-2.04605525,-2.394346563,-2.394346563,-1.978827504,-1.978827504,-1.978827504,-2.04605525,-2.04605525,-1.655998277,-1.655998277,-2.394346563,-1.655998277,-1.655998277,-1.655998277,-1.658414858,-1.443605306,-2.394346563,-1.978827504,-1.658414858,-1.978827504,-2.394346563,-1.645998277,-1.978827504,-1.352005079,-2.04605525,-2.04605525,-2.04605525,-1.655998277,-2.04605525,-2.04605525,-1.655998277,-2.394346563,-1.978827504,-2.394346563,-2.394346563,-2.394346563,-1.352005079,-2.04605525,-1.655998277,-1.655998277,-1.444335181,-1.645998277,-2.394346563,-1.978827504,-6.966183226,-4.72438138,-3.473676916,-4.724378172,-4.724378172,-6.966185441,-6.966185441,-6.966183226,-5.464755606,-6.966185441,-4.724378172,-6.966185441,-7.070484565,-6.966185441,-4.724378172,-6.966185441,-4.724378172,-7.477933853,-3.473676916
907.25,-1.651722521,-1.651722521,-1.651722521,-1.987067466,-1.651722521,-1.987067466,-1.354896942,-1.661722521,-1.661722521,-1.354896942,-1.661722521,-2.053644305,-2.053644305,-1.354896942,-1.44899361,-2.053644305,-2.053644305,-2.053644305,-2.403248351,-1.44899361,-2.403248351,-2.403248351,-1.987067466,-1.44899361,-1.44899361,-1.447292725,-1.651722521,-2.403248351,-2.053644305,-1.354896942,-2.053644305,-1.44899361,-1.651722521,-1.651722521,-1.354896942,-2.053644305,-2.053644305,-2.403248351,-2.403248351,-1.987067466,-1.987067466,-1.987067466,-2.053644305,-2.053644305,-1.661722521,-1.661722521,-2.403248351,-1.661722521,-1.661722521,-1.661722521,-1.664669896,-1.44899361,-2.403248351,-1.987067466,-1.664669896,-1.987067466,-2.403248351,-1.651722521,-1.987067466,-1.354896942,-2.053644305,-2.053644305,-2.053644305,-1.661722521,-2.053644305,-2.053644305,-1.661722521,-2.403248351,-1.987067466,-2.403248351,-2.403248351,-2.403248351,-1.354896942,-2.053644305,-1.661722521,-1.661722521,-1.447292725,-1.651722521,-2.403248351,-1.987067466,-6.995946265,-4.745173387,-3.491573186,-4.745072032,-4.745072032,-6.996016253,-6.996016253,-6.995946265,-5.48749505,-6.996016253,-4.745072032,-6.996016253,-7.100322069,-6.996016253,-4.745072032,-6.996016253,-4.745072032,-7.515619584,-3.491573186
