Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2227V WHRL RG6 QD 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2286V WTRL RG11 95 1000,2281 WHRL RG6 TRI 1000,2287K WHRL RG11 QD 1000,2276V BKRL RG6 90 1000,2279V WHRL RG6 95 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2287V WTRL RG11 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
1626,-2.356559359,-2.356559359,-2.356559359,-2.8235786,-2.356559359,-2.8235786,-1.954315097,-2.373152989,-2.373152989,-1.954315097,-2.373152989,-2.890125472,-2.890125472,-1.954315097,-2.03371179,-2.890125472,-2.890125472,-2.890125472,-3.411810998,-2.03371179,-3.411810998,-3.411810998,-2.8235786,-2.03371179,-2.03371179,-2.031735043,-2.356559359,-3.411810998,-2.890125472,-1.954315097,-2.890125472,-2.03371179,-2.356559359,-2.356559359,-1.954315097,-2.890125472,-2.890125472,-3.411810998,-3.411810998,-2.8235786,-2.8235786,-2.8235786,-2.890125472,-2.890125472,-2.373152989,-2.373152989,-3.411810998,-2.373152989,-2.373152989,-2.373152989,-2.286925916,-2.03371179,-3.411810998,-2.8235786,-2.286925916,-2.8235786,-3.411810998,-2.356559359,-2.8235786,-1.954315097,-2.890125472,-2.890125472,-2.890125472,-2.373152989,-2.890125472,-2.890125472,-2.373152989,-3.411810998,-2.8235786,-3.411810998,-3.411810998,-3.411810998,-1.954315097,-2.890125472,-2.373152989,-2.373152989,-2.031735043,-2.356559359,-3.411810998,-2.8235786,-9.934678031,-6.859031109,-5.317329596,-7.231014122,-7.231014122,-10.07809075,-10.07809075,-9.934678031,-8.023921425,-10.07809075,-7.231014122,-10.07809075,-9.184872432,-10.07809075,-7.231014122,-10.07809075,-7.231014122,-9.49256942,-5.317329596
1632,-2.362561248,-2.362561248,-2.362561248,-2.831445933,-2.362561248,-2.831445933,-1.957951939,-2.377642123,-2.377642123,-1.957951939,-2.377642123,-2.89599797,-2.89599797,-1.957951939,-2.037364242,-2.89599797,-2.89599797,-2.89599797,-3.418546773,-2.037364242,-3.418546773,-3.418546773,-2.831445933,-2.037364242,-2.037364242,-2.035438643,-2.362561248,-3.418546773,-2.89599797,-1.957951939,-2.89599797,-2.037364242,-2.362561248,-2.362561248,-1.957951939,-2.89599797,-2.89599797,-3.418546773,-3.418546773,-2.831445933,-2.831445933,-2.831445933,-2.89599797,-2.89599797,-2.377642123,-2.377642123,-3.418546773,-2.377642123,-2.377642123,-2.377642123,-2.290825879,-2.037364242,-3.418546773,-2.831445933,-2.290825879,-2.831445933,-3.418546773,-2.362561248,-2.831445933,-1.957951939,-2.89599797,-2.89599797,-2.89599797,-2.377642123,-2.89599797,-2.89599797,-2.377642123,-3.418546773,-2.831445933,-3.418546773,-3.418546773,-3.418546773,-1.957951939,-2.89599797,-2.377642123,-2.377642123,-2.035438643,-2.362561248,-3.418546773,-2.831445933,-9.954147605,-6.872992425,-5.331346817,-7.249244322,-7.249244322,-10.10241236,-10.10241236,-9.954147605,-8.041042273,-10.10241236,-7.249244322,-10.10241236,-9.204205747,-10.10241236,-7.249244322,-10.10241236,-7.249244322,-9.50649113,-5.331346817
1638,-2.36848171,-2.36848171,-2.36848171,-2.839212882,-2.36848171,-2.839212882,-1.961612578,-2.382149539,-2.382149539,-1.961612578,-2.382149539,-2.901886437,-2.901886437,-1.961612578,-2.041042836,-2.901886437,-2.901886437,-2.901886437,-3.425283075,-2.041042836,-3.425283075,-3.425283075,-2.839212882,-2.041042836,-2.041042836,-2.039176069,-2.36848171,-3.425283075,-2.901886437,-1.961612578,-2.901886437,-2.041042836,-2.36848171,-2.36848171,-1.961612578,-2.901886437,-2.901886437,-3.425283075,-3.425283075,-2.839212882,-2.839212882,-2.839212882,-2.901886437,-2.901886437,-2.382149539,-2.382149539,-3.425283075,-2.382149539,-2.382149539,-2.382149539,-2.294756361,-2.041042836,-3.425283075,-2.839212882,-2.294756361,-2.839212882,-3.425283075,-2.36848171,-2.839212882,-1.961612578,-2.901886437,-2.901886437,-2.901886437,-2.382149539,-2.901886437,-2.901886437,-2.382149539,-3.425283075,-2.839212882,-3.425283075,-3.425283075,-3.425283075,-1.961612578,-2.901886437,-2.382149539,-2.382149539,-2.039176069,-2.36848171,-3.425283075,-2.839212882,-9.973563237,-6.886864958,-5.345352566,-7.26738146,-7.26738146,-10.12658473,-10.12658473,-9.973563237,-8.058089876,-10.12658473,-7.26738146,-10.12658473,-9.223510428,-10.12658473,-7.26738146,-10.12658473,-7.26738146,-9.52067808,-5.345352566
1644,-2.374310418,-2.374310418,-2.374310418,-2.846865432,-2.374310418,-2.846865432,-1.965304601,-2.386682636,-2.386682636,-1.965304601,-2.386682636,-2.907796799,-2.907796799,-1.965304601,-2.04475494,-2.907796799,-2.907796799,-2.907796799,-3.432025821,-2.04475494,-3.432025821,-3.432025821,-2.846865432,-2.04475494,-2.04475494,-2.042953968,-2.374310418,-3.432025821,-2.907796799,-1.965304601,-2.907796799,-2.04475494,-2.374310418,-2.374310418,-1.965304601,-2.907796799,-2.907796799,-3.432025821,-3.432025821,-2.846865432,-2.846865432,-2.846865432,-2.907796799,-2.907796799,-2.386682636,-2.386682636,-3.432025821,-2.386682636,-2.386682636,-2.386682636,-2.298724181,-2.04475494,-3.432025821,-2.846865432,-2.298724181,-2.846865432,-3.432025821,-2.374310418,-2.846865432,-1.965304601,-2.907796799,-2.907796799,-2.907796799,-2.386682636,-2.907796799,-2.907796799,-2.386682636,-3.432025821,-2.846865432,-3.432025821,-3.432025821,-3.432025821,-1.965304601,-2.907796799,-2.386682636,-2.386682636,-2.042953968,-2.374310418,-3.432025821,-2.846865432,-9.992924835,-6.900646556,-5.35934707,-7.285422277,-7.285422277,-10.15059888,-10.15059888,-9.992924835,-8.075064046,-10.15059888,-7.285422277,-10.15059888,-9.242785406,-10.15059888,-7.285422277,-10.15059888,-7.285422277,-9.535137858,-5.35934707
1650,-2.380037043,-2.380037043,-2.380037043,-2.854389565,-2.380037043,-2.854389565,-1.969035596,-2.391248815,-2.391248815,-1.969035596,-2.391248815,-2.913734979,-2.913734979,-1.969035596,-2.048507922,-2.913734979,-2.913734979,-2.913734979,-3.43878093,-2.048507922,-3.43878093,-3.43878093,-2.854389565,-2.048507922,-2.048507922,-2.046778989,-2.380037043,-3.43878093,-2.913734979,-1.969035596,-2.913734979,-2.048507922,-2.380037043,-2.380037043,-1.969035596,-2.913734979,-2.913734979,-3.43878093,-3.43878093,-2.854389565,-2.854389565,-2.854389565,-2.913734979,-2.913734979,-2.391248815,-2.391248815,-3.43878093,-2.391248815,-2.391248815,-2.391248815,-2.302736157,-2.048507922,-3.43878093,-2.854389565,-2.302736157,-2.854389565,-3.43878093,-2.380037043,-2.854389565,-1.969035596,-2.913734979,-2.913734979,-2.913734979,-2.391248815,-2.913734979,-2.913734979,-2.391248815,-3.43878093,-2.854389565,-3.43878093,-3.43878093,-3.43878093,-1.969035596,-2.913734979,-2.391248815,-2.391248815,-2.046778989,-2.380037043,-3.43878093,-2.854389565,-10.01223231,-6.914335066,-5.373330554,-7.303363515,-7.303363515,-10.17444581,-10.17444581,-10.01223231,-8.091964595,-10.17444581,-7.303363515,-10.17444581,-9.262029609,-10.17444581,-7.303363515,-10.17444581,-7.303363515,-9.549878049,-5.373330554
1656,-2.385651259,-2.385651259,-2.385651259,-2.861771265,-2.385651259,-2.861771265,-1.972813151,-2.395855475,-2.395855475,-1.972813151,-2.395855475,-2.919706901,-2.919706901,-1.972813151,-2.052309149,-2.919706901,-2.919706901,-2.919706901,-3.445554321,-2.052309149,-3.445554321,-3.445554321,-2.861771265,-2.052309149,-2.052309149,-2.050657778,-2.385651259,-3.445554321,-2.919706901,-1.972813151,-2.919706901,-2.052309149,-2.385651259,-2.385651259,-1.972813151,-2.919706901,-2.919706901,-3.445554321,-3.445554321,-2.861771265,-2.861771265,-2.861771265,-2.919706901,-2.919706901,-2.395855475,-2.395855475,-3.445554321,-2.395855475,-2.395855475,-2.395855475,-2.306799109,-2.052309149,-3.445554321,-2.861771265,-2.306799109,-2.861771265,-3.445554321,-2.385651259,-2.861771265,-1.972813151,-2.919706901,-2.919706901,-2.919706901,-2.395855475,-2.919706901,-2.919706901,-2.395855475,-3.445554321,-2.861771265,-3.445554321,-3.445554321,-3.445554321,-1.972813151,-2.919706901,-2.395855475,-2.395855475,-2.050657778,-2.385651259,-3.445554321,-2.861771265,-10.03148556,-6.927928338,-5.387303247,-7.321201914,-7.321201914,-10.19811654,-10.19811654,-10.03148556,-8.108791333,-10.19811654,-7.321201914,-10.19811654,-9.281241965,-10.19811654,-7.321201914,-10.19811654,-7.321201914,-9.56490624,-5.387303247
1662,-2.391142738,-2.391142738,-2.391142738,-2.868996515,-2.391142738,-2.868996515,-1.976644855,-2.400510014,-2.400510014,-1.976644855,-2.400510014,-2.92571849,-2.92571849,-1.976644855,-2.056165991,-2.92571849,-2.92571849,-2.92571849,-3.452351911,-2.056165991,-3.452351911,-3.452351911,-2.868996515,-2.056165991,-2.056165991,-2.054596985,-2.391142738,-3.452351911,-2.92571849,-1.976644855,-2.92571849,-2.056165991,-2.391142738,-2.391142738,-1.976644855,-2.92571849,-2.92571849,-3.452351911,-3.452351911,-2.868996515,-2.868996515,-2.868996515,-2.92571849,-2.92571849,-2.400510014,-2.400510014,-3.452351911,-2.400510014,-2.400510014,-2.400510014,-2.310919855,-2.056165991,-3.452351911,-2.868996515,-2.310919855,-2.868996515,-3.452351911,-2.391142738,-2.868996515,-1.976644855,-2.92571849,-2.92571849,-2.92571849,-2.400510014,-2.92571849,-2.92571849,-2.400510014,-3.452351911,-2.868996515,-3.452351911,-3.452351911,-3.452351911,-1.976644855,-2.92571849,-2.400510014,-2.400510014,-2.054596985,-2.391142738,-3.452351911,-2.868996515,-10.05068451,-6.941424219,-5.401265375,-7.338934217,-7.338934217,-10.2216021,-10.2216021,-10.05068451,-8.125544073,-10.2216021,-7.338934217,-10.2216021,-9.300421405,-10.2216021,-7.338934217,-10.2216021,-7.338934217,-9.580230018,-5.401265375
1668,-2.396501152,-2.396501152,-2.396501152,-2.876051297,-2.396501152,-2.876051297,-1.980538295,-2.405219833,-2.405219833,-1.980538295,-2.405219833,-2.93177567,-2.93177567,-1.980538295,-2.060085815,-2.93177567,-2.93177567,-2.93177567,-3.459179619,-2.060085815,-3.459179619,-3.459179619,-2.876051297,-2.060085815,-2.060085815,-2.058603255,-2.396501152,-3.459179619,-2.93177567,-1.980538295,-2.93177567,-2.060085815,-2.396501152,-2.396501152,-1.980538295,-2.93177567,-2.93177567,-3.459179619,-3.459179619,-2.876051297,-2.876051297,-2.876051297,-2.93177567,-2.93177567,-2.405219833,-2.405219833,-3.459179619,-2.405219833,-2.405219833,-2.405219833,-2.315105215,-2.060085815,-3.459179619,-2.876051297,-2.315105215,-2.876051297,-3.459179619,-2.396501152,-2.876051297,-1.980538295,-2.93177567,-2.93177567,-2.93177567,-2.405219833,-2.93177567,-2.93177567,-2.405219833,-3.459179619,-2.876051297,-3.459179619,-3.459179619,-3.459179619,-1.980538295,-2.93177567,-2.405219833,-2.405219833,-2.058603255,-2.396501152,-3.459179619,-2.876051297,-10.06982905,-6.954820557,-5.415217164,-7.356557164,-7.356557164,-10.2448935,-10.2448935,-10.06982905,-8.142222626,-10.2448935,-7.356557164,-10.2448935,-9.319566856,-10.2448935,-7.356557164,-10.2448935,-7.356557164,-9.595856968,-5.415217164
1674,-2.401716175,-2.401716175,-2.401716175,-2.882921596,-2.401716175,-2.882921596,-1.98450106,-2.409992331,-2.409992331,-1.98450106,-2.409992331,-2.937884366,-2.937884366,-1.98450106,-2.064075989,-2.937884366,-2.937884366,-2.937884366,-3.466043363,-2.064075989,-3.466043363,-3.466043363,-2.882921596,-2.064075989,-2.064075989,-2.062683238,-2.401716175,-3.466043363,-2.937884366,-1.98450106,-2.937884366,-2.064075989,-2.401716175,-2.401716175,-1.98450106,-2.937884366,-2.937884366,-3.466043363,-3.466043363,-2.882921596,-2.882921596,-2.882921596,-2.937884366,-2.937884366,-2.409992331,-2.409992331,-3.466043363,-2.409992331,-2.409992331,-2.409992331,-2.319362008,-2.064075989,-3.466043363,-2.882921596,-2.319362008,-2.882921596,-3.466043363,-2.401716175,-2.882921596,-1.98450106,-2.937884366,-2.937884366,-2.937884366,-2.409992331,-2.937884366,-2.937884366,-2.409992331,-3.466043363,-2.882921596,-3.466043363,-3.466043363,-3.466043363,-1.98450106,-2.937884366,-2.409992331,-2.409992331,-2.062683238,-2.401716175,-3.466043363,-2.882921596,-10.0889191,-6.968115199,-5.429158842,-7.374067499,-7.374067499,-10.26798175,-10.26798175,-10.0889191,-8.158826804,-10.26798175,-7.374067499,-10.26798175,-9.338677248,-10.26798175,-7.374067499,-10.26798175,-7.374067499,-9.611794677,-5.429158842
1680,-2.406777478,-2.406777478,-2.406777478,-2.889593393,-2.406777478,-2.889593393,-1.988540737,-2.414834907,-2.414834907,-1.988540737,-2.414834907,-2.944050502,-2.944050502,-1.988540737,-2.068143882,-2.944050502,-2.944050502,-2.944050502,-3.472949061,-2.068143882,-3.472949061,-3.472949061,-2.889593393,-2.068143882,-2.068143882,-2.066843581,-2.406777478,-3.472949061,-2.944050502,-1.988540737,-2.944050502,-2.068143882,-2.406777478,-2.406777478,-1.988540737,-2.944050502,-2.944050502,-3.472949061,-3.472949061,-2.889593393,-2.889593393,-2.889593393,-2.944050502,-2.944050502,-2.414834907,-2.414834907,-3.472949061,-2.414834907,-2.414834907,-2.414834907,-2.323697052,-2.068143882,-3.472949061,-2.889593393,-2.323697052,-2.889593393,-3.472949061,-2.406777478,-2.889593393,-1.988540737,-2.944050502,-2.944050502,-2.944050502,-2.414834907,-2.944050502,-2.944050502,-2.414834907,-3.472949061,-2.889593393,-3.472949061,-3.472949061,-3.472949061,-1.988540737,-2.944050502,-2.414834907,-2.414834907,-2.066843581,-2.406777478,-3.472949061,-2.889593393,-10.10795457,-6.981305995,-5.443090636,-7.391461961,-7.391461961,-10.29085788,-10.29085788,-10.10795457,-8.175356418,-10.29085788,-7.391461961,-10.29085788,-9.357751509,-10.29085788,-7.391461961,-10.29085788,-7.391461961,-9.628050732,-5.443090636
1686,-2.411674734,-2.411674734,-2.411674734,-2.896052673,-2.411674734,-2.896052673,-1.992664914,-2.419754962,-2.419754962,-1.992664914,-2.419754962,-2.950280002,-2.950280002,-1.992664914,-2.072296862,-2.950280002,-2.950280002,-2.950280002,-3.479902632,-2.072296862,-3.479902632,-3.479902632,-2.896052673,-2.072296862,-2.072296862,-2.071090931,-2.411674734,-3.479902632,-2.950280002,-1.992664914,-2.950280002,-2.072296862,-2.411674734,-2.411674734,-1.992664914,-2.950280002,-2.950280002,-3.479902632,-3.479902632,-2.896052673,-2.896052673,-2.896052673,-2.950280002,-2.950280002,-2.419754962,-2.419754962,-3.479902632,-2.419754962,-2.419754962,-2.419754962,-2.328117167,-2.072296862,-3.479902632,-2.896052673,-2.328117167,-2.896052673,-3.479902632,-2.411674734,-2.896052673,-1.992664914,-2.950280002,-2.950280002,-2.950280002,-2.419754962,-2.950280002,-2.950280002,-2.419754962,-3.479902632,-2.896052673,-3.479902632,-3.479902632,-3.479902632,-1.992664914,-2.950280002,-2.419754962,-2.419754962,-2.071090931,-2.411674734,-3.479902632,-2.896052673,-10.12693535,-6.994390792,-5.457012771,-7.408737292,-7.408737292,-10.3135129,-10.3135129,-10.12693535,-8.191811279,-10.3135129,-7.408737292,-10.3135129,-9.376788569,-10.3135129,-7.408737292,-10.3135129,-7.408737292,-9.644632718,-5.457012771
1692,-2.416397616,-2.416397616,-2.416397616,-2.902285419,-2.416397616,-2.902285419,-1.99688118,-2.424759893,-2.424759893,-1.99688118,-2.424759893,-2.95657879,-2.95657879,-1.99688118,-2.076542296,-2.95657879,-2.95657879,-2.95657879,-3.486909994,-2.076542296,-3.486909994,-3.486909994,-2.902285419,-2.076542296,-2.076542296,-2.075431937,-2.416397616,-3.486909994,-2.95657879,-1.99688118,-2.95657879,-2.076542296,-2.416397616,-2.416397616,-1.99688118,-2.95657879,-2.95657879,-3.486909994,-3.486909994,-2.902285419,-2.902285419,-2.902285419,-2.95657879,-2.95657879,-2.424759893,-2.424759893,-3.486909994,-2.424759893,-2.424759893,-2.424759893,-2.332629172,-2.076542296,-3.486909994,-2.902285419,-2.332629172,-2.902285419,-3.486909994,-2.416397616,-2.902285419,-1.99688118,-2.95657879,-2.95657879,-2.95657879,-2.424759893,-2.95657879,-2.95657879,-2.424759893,-3.486909994,-2.902285419,-3.486909994,-3.486909994,-3.486909994,-1.99688118,-2.95657879,-2.424759893,-2.424759893,-2.075431937,-2.416397616,-3.486909994,-2.902285419,-10.14586137,-7.007367438,-5.470925476,-7.425890235,-7.425890235,-10.33593783,-10.33593783,-10.14586137,-8.208191199,-10.33593783,-7.425890235,-10.33593783,-9.395787357,-10.33593783,-7.425890235,-10.33593783,-7.425890235,-9.661548222,-5.470925476
1698,-2.420935796,-2.420935796,-2.420935796,-2.908277613,-2.420935796,-2.908277613,-2.001197122,-2.429857101,-2.429857101,-2.001197122,-2.429857101,-2.962952791,-2.962952791,-2.001197122,-2.080887553,-2.962952791,-2.962952791,-2.962952791,-3.493977066,-2.080887553,-3.493977066,-3.493977066,-2.908277613,-2.080887553,-2.080887553,-2.079873246,-2.420935796,-3.493977066,-2.962952791,-2.001197122,-2.962952791,-2.080887553,-2.420935796,-2.420935796,-2.001197122,-2.962952791,-2.962952791,-3.493977066,-3.493977066,-2.908277613,-2.908277613,-2.908277613,-2.962952791,-2.962952791,-2.429857101,-2.429857101,-3.493977066,-2.429857101,-2.429857101,-2.429857101,-2.337239886,-2.080887553,-3.493977066,-2.908277613,-2.337239886,-2.908277613,-3.493977066,-2.420935796,-2.908277613,-2.001197122,-2.962952791,-2.962952791,-2.962952791,-2.429857101,-2.962952791,-2.962952791,-2.429857101,-3.493977066,-2.908277613,-3.493977066,-3.493977066,-3.493977066,-2.001197122,-2.962952791,-2.429857101,-2.429857101,-2.079873246,-2.420935796,-3.493977066,-2.908277613,-10.16473253,-7.020233781,-5.484828976,-7.44291753,-7.44291753,-10.35812368,-10.35812368,-10.16473253,-8.22449599,-10.35812368,-7.44291753,-10.35812368,-9.414746802,-10.35812368,-7.44291753,-10.35812368,-7.44291753,-9.678804831,-5.484828976
1704,-2.425278946,-2.425278946,-2.425278946,-2.91401524,-2.425278946,-2.91401524,-2.005620329,-2.435053985,-2.435053985,-2.005620329,-2.435053985,-2.969407929,-2.969407929,-2.005620329,-2.085340002,-2.969407929,-2.969407929,-2.969407929,-3.501109765,-2.085340002,-3.501109765,-3.501109765,-2.91401524,-2.085340002,-2.085340002,-2.084421507,-2.425278946,-3.501109765,-2.969407929,-2.005620329,-2.969407929,-2.085340002,-2.425278946,-2.425278946,-2.005620329,-2.969407929,-2.969407929,-3.501109765,-3.501109765,-2.91401524,-2.91401524,-2.91401524,-2.969407929,-2.969407929,-2.435053985,-2.435053985,-3.501109765,-2.435053985,-2.435053985,-2.435053985,-2.341956127,-2.085340002,-3.501109765,-2.91401524,-2.341956127,-2.91401524,-3.501109765,-2.425278946,-2.91401524,-2.005620329,-2.969407929,-2.969407929,-2.969407929,-2.435053985,-2.969407929,-2.969407929,-2.435053985,-3.501109765,-2.91401524,-3.501109765,-3.501109765,-3.501109765,-2.005620329,-2.969407929,-2.435053985,-2.435053985,-2.084421507,-2.425278946,-3.501109765,-2.91401524,-10.18354873,-7.032987669,-5.498723499,-7.459815919,-7.459815919,-10.38006147,-10.38006147,-10.18354873,-8.240725464,-10.38006147,-7.459815919,-10.38006147,-9.433665832,-10.38006147,-7.459815919,-10.38006147,-7.459815919,-9.696410131,-5.498723499
1710,-2.42941674,-2.42941674,-2.42941674,-2.919484281,-2.42941674,-2.919484281,-2.010158388,-2.440357945,-2.440357945,-2.010158388,-2.440357945,-2.975950129,-2.975950129,-2.010158388,-2.08990701,-2.975950129,-2.975950129,-2.975950129,-3.508314009,-2.08990701,-3.508314009,-3.508314009,-2.919484281,-2.08990701,-2.08990701,-2.089083365,-2.42941674,-3.508314009,-2.975950129,-2.010158388,-2.975950129,-2.08990701,-2.42941674,-2.42941674,-2.010158388,-2.975950129,-2.975950129,-3.508314009,-3.508314009,-2.919484281,-2.919484281,-2.919484281,-2.975950129,-2.975950129,-2.440357945,-2.440357945,-3.508314009,-2.440357945,-2.440357945,-2.440357945,-2.346784715,-2.08990701,-3.508314009,-2.919484281,-2.346784715,-2.919484281,-3.508314009,-2.42941674,-2.919484281,-2.010158388,-2.975950129,-2.975950129,-2.975950129,-2.440357945,-2.975950129,-2.975950129,-2.440357945,-3.508314009,-2.919484281,-3.508314009,-3.508314009,-3.508314009,-2.010158388,-2.975950129,-2.440357945,-2.440357945,-2.089083365,-2.42941674,-3.508314009,-2.919484281,-10.20230988,-7.045626951,-5.512609271,-7.476582143,-7.476582143,-10.40174222,-10.40174222,-10.20230988,-8.25687943,-10.40174222,-7.476582143,-10.40174222,-9.452543377,-10.40174222,-7.476582143,-10.40174222,-7.476582143,-9.714371707,-5.512609271
1716,-2.433338849,-2.433338849,-2.433338849,-2.92467072,-2.433338849,-2.92467072,-2.014818887,-2.44577638,-2.44577638,-2.014818887,-2.44577638,-2.982585315,-2.982585315,-2.014818887,-2.094595945,-2.982585315,-2.982585315,-2.982585315,-3.515595718,-2.094595945,-3.515595718,-3.515595718,-2.92467072,-2.094595945,-2.094595945,-2.093865471,-2.433338849,-3.515595718,-2.982585315,-2.014818887,-2.982585315,-2.094595945,-2.433338849,-2.433338849,-2.014818887,-2.982585315,-2.982585315,-3.515595718,-3.515595718,-2.92467072,-2.92467072,-2.92467072,-2.982585315,-2.982585315,-2.44577638,-2.44577638,-3.515595718,-2.44577638,-2.44577638,-2.44577638,-2.351732468,-2.094595945,-3.515595718,-2.92467072,-2.351732468,-2.92467072,-3.515595718,-2.433338849,-2.92467072,-2.014818887,-2.982585315,-2.982585315,-2.982585315,-2.44577638,-2.982585315,-2.982585315,-2.44577638,-3.515595718,-2.92467072,-3.515595718,-3.515595718,-3.515595718,-2.014818887,-2.982585315,-2.44577638,-2.44577638,-2.093865471,-2.433338849,-3.515595718,-2.92467072,-10.2210159,-7.058149473,-5.526486519,-7.493212945,-7.493212945,-10.42315695,-10.42315695,-10.2210159,-8.272957702,-10.42315695,-7.493212945,-10.42315695,-9.471378365,-10.42315695,-7.493212945,-10.42315695,-7.493212945,-9.732697147,-5.526486519
1722,-2.437034947,-2.437034947,-2.437034947,-2.929560541,-2.437034947,-2.929560541,-2.019609415,-2.451316689,-2.451316689,-2.019609415,-2.451316689,-2.98931941,-2.98931941,-2.019609415,-2.099414176,-2.98931941,-2.98931941,-2.98931941,-3.52296081,-2.099414176,-3.52296081,-3.52296081,-2.929560541,-2.099414176,-2.099414176,-2.09877447,-2.437034947,-3.52296081,-2.98931941,-2.019609415,-2.98931941,-2.099414176,-2.437034947,-2.437034947,-2.019609415,-2.98931941,-2.98931941,-3.52296081,-3.52296081,-2.929560541,-2.929560541,-2.929560541,-2.98931941,-2.98931941,-2.451316689,-2.451316689,-3.52296081,-2.451316689,-2.451316689,-2.451316689,-2.356806207,-2.099414176,-3.52296081,-2.929560541,-2.356806207,-2.929560541,-3.52296081,-2.437034947,-2.929560541,-2.019609415,-2.98931941,-2.98931941,-2.98931941,-2.451316689,-2.98931941,-2.98931941,-2.451316689,-3.52296081,-2.929560541,-3.52296081,-3.52296081,-3.52296081,-2.019609415,-2.98931941,-2.451316689,-2.451316689,-2.09877447,-2.437034947,-3.52296081,-2.929560541,-10.23966669,-7.070553085,-5.54035547,-7.509705065,-7.509705065,-10.44429667,-10.44429667,-10.23966669,-8.288960091,-10.44429667,-7.509705065,-10.44429667,-9.490169726,-10.44429667,-7.509705065,-10.44429667,-7.509705065,-9.751394037,-5.54035547
